dataset,line_no,timestamp,level,component,message,template
HealthApp_2k,1750,,,Step_LSC,20171223-23:56:28:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:56:28:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1751,,,onExtend,20171223-23:56:28:145|Step_LSC|30002312|onExtend:1514044588000 0 0 5,<HEX>-23:56:28:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1752,,,Step_SPUtils,20171223-23:56:28:443|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33217764,<HEX>-23:56:28:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1753,,,Step_SPUtils,20171223-23:56:28:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33232763,<HEX>-23:56:28:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1754,,,Step_ExtSDM,20171223-23:56:28:460|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:56:28:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1755,,,Step_ExtSDM,20171223-23:56:28:464|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:56:28:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1756,,,Step_LSC,20171223-23:56:35:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:56:35:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1757,,,onExtend,20171223-23:56:35:152|Step_LSC|30002312|onExtend:1514044595000 0 0 0,<HEX>-23:56:35:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1758,,,Step_SPUtils,20171223-23:56:35:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33232763,<HEX>-23:56:35:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1759,,,Step_SPUtils,20171223-23:56:35:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33239758,<HEX>-23:56:35:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1760,,,Step_ExtSDM,20171223-23:56:35:460|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:56:35:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1761,,,Step_ExtSDM,20171223-23:56:35:467|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:56:35:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1762,,,action,20171223-23:57:0:132|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-23:57:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1763,,,Step_LSC,20171223-23:57:34:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:57:34:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1764,,,onExtend,20171223-23:57:34:156|Step_LSC|30002312|onExtend:1514044654000 0 0 5,<HEX>-23:57:34:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1765,,,Step_SPUtils,20171223-23:57:34:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044500000##7214##549659##8661##16256##33239758,<HEX>-23:57:34:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1766,,,Step_SPUtils,20171223-23:57:34:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33298759,<HEX>-23:57:34:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1767,,,Step_ExtSDM,20171223-23:57:34:457|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:57:34:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1768,,,Step_ExtSDM,20171223-23:57:34:464|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:57:34:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1769,,,Step_LSC,20171223-23:57:42:138|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-23:57:42:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1770,,,onExtend,20171223-23:57:42:147|Step_LSC|30002312|onExtend:1514044662000 0 0 0,<HEX>-23:57:42:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1771,,,Step_SPUtils,20171223-23:57:42:443|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33298759,<HEX>-23:57:42:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1772,,,Step_SPUtils,20171223-23:57:42:444|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33306763,<HEX>-23:57:42:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1773,,,Step_ExtSDM,20171223-23:57:42:464|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=131208,<HEX>-23:57:42:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1774,,,Step_ExtSDM,20171223-23:57:42:470|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-23:57:42:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1775,,,action,20171223-23:58:0:117|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-23:58:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1776,,,action,20171223-23:59:0:135|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-23:59:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1777,,,action,20171224-0:0:0:215|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:0:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1778,,,Step_StandStepDataManager,20171224-0:0:0:216|Step_StandStepDataManager|30002312|theDayChanged 1514044800216,<HEX>-0:0:0:<NUM>|Step_StandStepDataManager|<HEX>|theDayChanged <HEX>
HealthApp_2k,1779,,,Step_StandStepDataManager,20171224-0:0:0:218|Step_StandStepDataManager|30002312|initEnviroument,<HEX>-0:0:0:<NUM>|Step_StandStepDataManager|<HEX>|initEnviroument
HealthApp_2k,1780,,,Step_SPUtils,20171224-0:0:0:218|Step_SPUtils|30002312|getStepCounterStatus,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>|getStepCounterStatus
HealthApp_2k,1781,,,Step_SPUtils,20171224-0:0:0:218|Step_SPUtils|30002312| getStepCounterStatus= true,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getStepCounterStatus= true
HealthApp_2k,1782,,,Step_StandStepCounter,20171224-0:0:0:218|Step_StandStepCounter|30002312|reStartStepCounter,<HEX>-0:0:0:<NUM>|Step_StandStepCounter|<HEX>|reStartStepCounter
HealthApp_2k,1783,,,Step_LSC,20171224-0:0:0:223|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:0:0:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1784,,,registersensorsuccess,20171224-0:0:0:226|Step_StandStepCounter|30002312|registersensorsuccess: true,<HEX>-0:0:0:<NUM>|Step_StandStepCounter|<HEX>|registersensorsuccess: true
HealthApp_2k,1785,,,Step_DataCache,20171224-0:0:0:227|Step_DataCache|30002312|clear(),<HEX>-0:0:0:<NUM>|Step_DataCache|<HEX>|clear()
HealthApp_2k,1786,,,Step_SPUtils,20171224-0:0:0:228|Step_SPUtils|30002312| getTodayBasicStandardSteps= 1514018661124##0##3428,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getTodayBasicStandardSteps= <HEX>##0##<NUM>
HealthApp_2k,1787,,,Step_StandStepDataManager,20171224-0:0:0:229|Step_StandStepDataManager|30002312|tryToRecordAsBasicStepData bWrite true,<HEX>-0:0:0:<NUM>|Step_StandStepDataManager|<HEX>|tryToRecordAsBasicStepData bWrite true
HealthApp_2k,1788,,,Step_SPUtils,20171224-0:0:0:229|Step_SPUtils|30002312| getDiffTotalSteps= 1513958400215##0,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getDiffTotalSteps= <HEX>##0
HealthApp_2k,1789,,,Step_SPUtils,20171224-0:0:0:229|Step_SPUtils|30002312|setBasicStandardSteps basicStandardStep=3786 restartSteps=0,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>|setBasicStandardSteps basicStandardStep=<NUM> restartSteps=0
HealthApp_2k,1790,,,Step_SPUtils,20171224-0:0:0:232|Step_SPUtils|30002312|setDiffTotalSteps=0,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>|setDiffTotalSteps=0
HealthApp_2k,1791,,,Step_SPUtils,20171224-0:0:0:233|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1792,,,Step_SPUtils,20171224-0:0:0:233|Step_SPUtils|30002312| getTodayBasicStandardSteps= 1514044800223##3786##0,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getTodayBasicStandardSteps= <HEX>##<NUM>##0
HealthApp_2k,1793,,,Step_SPUtils,20171224-0:0:0:233|Step_SPUtils|30002312| getDiffTotalSteps= 1514044800231##0,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getDiffTotalSteps= <HEX>##0
HealthApp_2k,1794,,,Step_StandStepDataManager,20171224-0:0:0:234|Step_StandStepDataManager|30002312|tryToReloadTodayBasicSteps1514044800223|3786|0|0,<HEX>-0:0:0:<NUM>|Step_StandStepDataManager|<HEX>|tryToReloadTodayBasicSteps1<NUM>|<NUM>|0|0
HealthApp_2k,1795,,,Step_StandStepDataManager,20171224-0:0:0:234|Step_StandStepDataManager|30002312|reload : 3786 restar 0,<HEX>-0:0:0:<NUM>|Step_StandStepDataManager|<HEX>|reload : <NUM> restar 0
HealthApp_2k,1796,,,Step_SPUtils,20171224-0:0:0:234|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1797,,,Step_SPUtils,20171224-0:0:0:234|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1798,,,Step_ExtSDM,20171224-0:0:0:235|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:0:0:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1799,,,Step_ExtSDM,20171224-0:0:0:235|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:0:0:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1800,,,Step_StandReportReceiver,20171224-0:0:0:236|Step_StandReportReceiver|30002312|REPORT : 0 0 0 0,<HEX>-0:0:0:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : 0 0 0 0
HealthApp_2k,1801,,,day,20171224-0:0:0:237|Step_HGNH|30002312|next day:steps0mLastReport7214,<HEX>-0:0:0:<NUM>|Step_HGNH|<HEX>|next day:steps0mLastReport7<NUM>
HealthApp_2k,1802,,,Step_SPUtils,20171224-0:0:0:237|Step_SPUtils|30002312|setGoalNotifiShownRecord 1514044800237 false,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>|setGoalNotifiShownRecord <HEX> false
HealthApp_2k,1803,,,Step_HGNH,20171224-0:0:0:240|Step_HGNH|30002312|closeNotification...,<HEX>-0:0:0:<NUM>|Step_HGNH|<HEX>|closeNotification...
HealthApp_2k,1804,,,Step_NotificationUtil,20171224-0:0:0:240|Step_NotificationUtil|30002312|deleteHealthNotification(),<HEX>-0:0:0:<NUM>|Step_NotificationUtil|<HEX>|deleteHealthNotification()
HealthApp_2k,1805,,,Step_LSC,20171224-0:0:0:323|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:0:0:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1806,,,onExtend,20171224-0:0:0:329|Step_LSC|30002312|onExtend:1514044801000 0 0 0,<HEX>-0:0:0:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1807,,,Step_SPUtils,20171224-0:0:0:624|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444553,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1808,,,Step_SPUtils,20171224-0:0:0:624|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,<HEX>-0:0:0:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1809,,,Step_ExtSDM,20171224-0:0:0:628|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:0:0:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1810,,,Step_ExtSDM,20171224-0:0:0:628|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:0:0:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1811,,,Step_LSC,20171224-0:0:5:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:0:5:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1812,,,onExtend,20171224-0:0:5:152|Step_LSC|30002312|onExtend:1514044805000 0 0 5,<HEX>-0:0:5:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1813,,,Step_SPUtils,20171224-0:0:5:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444943,<HEX>-0:0:5:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1814,,,Step_SPUtils,20171224-0:0:5:438|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,<HEX>-0:0:5:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1815,,,Step_ExtSDM,20171224-0:0:5:444|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:0:5:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1816,,,Step_ExtSDM,20171224-0:0:5:444|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:0:5:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1817,,,Step_LSC,20171224-0:0:6:144|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:0:6:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1818,,,onExtend,20171224-0:0:6:149|Step_LSC|30002312|onExtend:1514044806000 0 0 0,<HEX>-0:0:6:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1819,,,Step_SPUtils,20171224-0:0:6:445|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33449757,<HEX>-0:0:6:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1820,,,Step_SPUtils,20171224-0:0:6:445|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33450764,<HEX>-0:0:6:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1821,,,Step_ExtSDM,20171224-0:0:6:451|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:0:6:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1822,,,Step_ExtSDM,20171224-0:0:6:451|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:0:6:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1823,,,action,20171224-0:1:0:154|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:1:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1824,,,action,20171224-0:2:0:169|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:2:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1825,,,action,20171224-0:3:0:124|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:3:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1826,,,action,20171224-0:4:0:136|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:4:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1827,,,action,20171224-0:5:0:128|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:5:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1828,,,Step_LSC,20171224-0:5:22:473|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:5:22:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1829,,,onExtend,20171224-0:5:22:478|Step_LSC|30002312|onExtend:1514045123000 0 0 0,<HEX>-0:5:22:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1830,,,Step_SPUtils,20171224-0:5:22:774|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33450764,<HEX>-0:5:22:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1831,,,Step_SPUtils,20171224-0:5:22:774|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045040000##0##549659##8661##16256##33767093,<HEX>-0:5:22:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1832,,,Step_ExtSDM,20171224-0:5:22:779|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:5:22:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1833,,,Step_ExtSDM,20171224-0:5:22:779|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:5:22:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1834,,,action,20171224-0:6:0:153|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:6:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1835,,,Step_LSC,20171224-0:6:16:562|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:6:16:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1836,,,onExtend,20171224-0:6:16:574|Step_LSC|30002312|onExtend:1514045177000 0 0 0,<HEX>-0:6:16:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1837,,,Step_SPUtils,20171224-0:6:16:863|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514045040000##0##549659##8661##16256##33767093,<HEX>-0:6:16:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1838,,,Step_SPUtils,20171224-0:6:16:864|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045100000##0##549659##8661##16256##33821183,<HEX>-0:6:16:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1839,,,Step_ExtSDM,20171224-0:6:16:871|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:6:16:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1840,,,Step_ExtSDM,20171224-0:6:16:871|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:6:16:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1841,,,action,20171224-0:7:0:125|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-0:7:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1842,,,Step_LSC,20171224-0:7:2:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:7:2:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1843,,,onExtend,20171224-0:7:2:150|Step_LSC|30002312|onExtend:1514045222000 0 0 5,<HEX>-0:7:2:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1844,,,Step_SPUtils,20171224-0:7:2:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514045100000##0##549659##8661##16256##33821183,<HEX>-0:7:2:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1845,,,Step_SPUtils,20171224-0:7:2:440|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33866758,<HEX>-0:7:2:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1846,,,Step_ExtSDM,20171224-0:7:2:445|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:7:2:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1847,,,Step_ExtSDM,20171224-0:7:2:445|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:7:2:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1848,,,Step_LSC,20171224-0:7:4:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:7:4:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1849,,,onExtend,20171224-0:7:4:153|Step_LSC|30002312|onExtend:1514045224000 0 0 0,<HEX>-0:7:4:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1850,,,Step_SPUtils,20171224-0:7:4:439|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514045160000##0##549659##8661##16256##33866758,<HEX>-0:7:4:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1851,,,Step_SPUtils,20171224-0:7:4:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33868758,<HEX>-0:7:4:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1852,,,Step_ExtSDM,20171224-0:7:4:447|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=0,<HEX>-0:7:4:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=0
HealthApp_2k,1853,,,Step_ExtSDM,20171224-0:7:4:447|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=0,<HEX>-0:7:4:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=0
HealthApp_2k,1854,,,Step_LSC,20171224-0:7:20:137|Step_LSC|30002312|onStandStepChanged 3786,<HEX>-0:7:20:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1855,,,onExtend,20171224-0:7:20:149|Step_LSC|30002312|onExtend:1514045240000 0 0 5,<HEX>-0:7:20:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1856,,,Step_SPUtils,20171224-0:7:20:438|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514045160000##0##549659##8661##16256##33868758,<HEX>-0:7:20:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1857,,,Step_SPUtils,20171224-0:7:20:439|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33884757,<HEX>-0:7:20:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##0##<NUM>##<NUM>##<NUM>##<HEX>
